Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
A6NGN9	A6NGN9	3	3	3	IgLON family member 5	IGLON5	sp|A6NGN9|IGLO5_HUMAN IgLON family member 5 OS=Homo sapiens OX=9606 GN=IGLON5 PE=2 SV=4	1	3	3	3	9.2	9.2	9.2	36.794	336	336	3.83	1			3	2		0	7.3188	1937.5	3331.6	2131.3	2079.6	922.18	1669.2	0	1252.6	1375.6	2276.4	1870	1207.8	782.85	1515.6	1215.6	892.6	1937.5	3331.6	2131.3	2079.6	922.18	1669.2	0	1252.6	1375.6	2276.4	1870	1207.8	782.85	1515.6	1215.6	892.6	2	3	2	2	1	1	0	1	1	2	2	1	1	1	1	1	6471100	6				10	865;3760;4502	True;True;True	858;3764;4503	2310;2311;2312;10072;11994;11995	2694;2695;2696;11663;13885;13886	2694;11663;13886			9606
A6NHQ2	A6NHQ2	1	1	1	rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1	FBLL1	sp|A6NHQ2|FBLL1_HUMAN rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1 OS=Homo sapiens OX=9606 GN=FBLL1 PE=3 SV=2	1	1	1	1	3.6	3.6	3.6	34.803	334	334	2		1					0.0048376	1.4433	3043.9	0	2468	3351.6	1333.1	1624.3	1698	2625.6	2716.7	2640.3	1511.2	2266.4	1779.8	1873.5	3119.7	1757.6	3043.9	0	2468	3351.6	1333.1	1624.3	1698	2625.6	2716.7	2640.3	1511.2	2266.4	1779.8	1873.5	3119.7	1757.6	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5354900	1				11	2511	True	2512	6715	7761	7761			9606
P61224;P62834;A6NIZ1	P61224;P62834;A6NIZ1	1;1;1	1;1;1	1;1;1	Ras-related protein Rap-1b;Ras-related protein Rap-1A;Ras-related protein Rap-1b-like protein	RAP1B;RAP1A	sp|P61224|RAP1B_HUMAN Ras-related protein Rap-1b OS=Homo sapiens OX=9606 GN=RAP1B PE=1 SV=1;sp|P62834|RAP1A_HUMAN Ras-related protein Rap-1A OS=Homo sapiens OX=9606 GN=RAP1A PE=1 SV=1;sp|A6NIZ1|RP1BL_HUMAN Ras-related protein Rap-1b-like protein OS=Homo sa	3	1	1	1	4.3	4.3	4.3	20.825	184	184;184;184	2		1					0.0021413	1.591	7914.2	8570.2	16786	8054.1	8947.5	12157	9347.2	14451	9845.3	11568	9456.9	12194	7799.7	7681.8	11875	12495	7914.2	8570.2	16786	8054.1	8947.5	12157	9347.2	14451	9845.3	11568	9456.9	12194	7799.7	7681.8	11875	12495	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20573000	1				12	1847	True	1844	4975	5842	5842			9606;9606;9606
A6NKN8	A6NKN8	4	4	4	Purkinje cell protein 4-like protein 1	PCP4L1	sp|A6NKN8|PC4L1_HUMAN Purkinje cell protein 4-like protein 1 OS=Homo sapiens OX=9606 GN=PCP4L1 PE=3 SV=3	1	4	4	4	60.3	60.3	60.3	7.4762	68	68	4.77	1	1	1	1	2	7	0	128.88	73055	61088	117130	177960	65399	76280	51767	64785	75719	46152	116340	114260	86467	87266	115000	62456	73055	61088	117130	177960	65399	76280	51767	64785	75719	46152	116340	114260	86467	87266	115000	62456	17	18	20	20	17	18	18	18	17	14	18	19	19	20	20	18	200740000	20				13	53;177;3294;5701	True;True;True;True	53;174;3297;5704	139;480;8890;8891;8892;8893;8894;8895;15122;15123;15124;15125;15126	164;569;10292;10293;10294;10295;10296;10297;10298;10299;10300;10301;10302;10303;10304;17526;17527;17528;17529;17530	164;569;10294;17528			9606
A8MVW0	A8MVW0	1	1	1	Protein FAM171A2	FAM171A2	sp|A8MVW0|F1712_HUMAN Protein FAM171A2 OS=Homo sapiens OX=9606 GN=FAM171A2 PE=1 SV=1	1	1	1	1	1.8	1.8	1.8	87.434	826	826	5					1		0.00073746	1.7631	1549.5	0	0	0	0	0	0	0	990.31	0	0	0	0	761.45	0	902.61	1549.5	0	0	0	0	0	0	0	990.31	0	0	0	0	761.45	0	902.61	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2328100	1				14	3460	True	3463	9278	10755	10755			9606
P52815;B4DLN1	P52815;B4DLN1	1;1	1;1	1;1	39S ribosomal protein L12, mitochondrial	MRPL12	sp|P52815|RM12_HUMAN 39S ribosomal protein L12, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL12 PE=1 SV=2;tr|B4DLN1|B4DLN1_HUMAN cDNA FLJ60124, highly similar to Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 PE=2 SV=1	2	1	1	1	5.1	5.1	5.1	21.348	198	198;442	1.5	1	1					0.00074184	1.7822	10598	9801.2	9863.5	9961.8	7823.6	11576	4747.8	9997.9	6791.8	12811	12405	9694.8	11246	13416	12605	15375	10598	9801.2	9863.5	9961.8	7823.6	11576	4747.8	9997.9	6791.8	12811	12405	9694.8	11246	13416	12605	15375	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4753300	2				15	3975	True	3980	10604;10605	12271;12272	12271			9606;9606
C9JLW8	C9JLW8	2	2	2	Protein FAM195B	FAM195B	sp|C9JLW8|MCRI1_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1	1	2	2	2	27.8	27.8	27.8	10.92	97	97	4			1	2	1		0	4.8721	33400	23958	36534	32686	24642	24498	19176	32654	24612	19805	21494	25013	17999	18232	24470	37436	33400	23958	36534	32686	24642	24498	19176	32654	24612	19805	21494	25013	17999	18232	24470	37436	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	22860000	4				16	2645;5211	True;True	2647;5213	7084;7085;13788;13789	8184;8185;15932;15933	8184;15933			9606
Q15811;CON__ENSEMBL:ENSBTAP00000001528	Q15811;CON__ENSEMBL:ENSBTAP00000001528	2;2	2;2	2;2	Intersectin-1	ITSN1	sp|Q15811|ITSN1_HUMAN Intersectin-1 OS=Homo sapiens OX=9606 GN=ITSN1 PE=1 SV=3;	2	2	2	2	1	1	1	195.42	1721	1721;1222	3.5		1	1	1	1		0	3.5559	32030	31108	16115	19988	25344	20791	17753	18560	31447	32660	22881	24591	26673	29638	21923	29548	32030	31108	16115	19988	25344	20791	17753	18560	31447	32660	22881	24591	26673	29638	21923	29548	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	19593000	4			+	17	1053;1833	True;True	1047;1830	2783;2784;4941;4942	3257;3258;5806;5807	3258;5806			9606;-1
CON__ENSEMBL:ENSBTAP00000038253	CON__ENSEMBL:ENSBTAP00000038253	11	1	0				1	11	1	0	15.2	1.7	0	63.165	606	606	1.5	1	1					0	10.665	4756.7	7511.9	8812.2	8631.1	6412.9	3857.8	5737.8	10351	5226.1	35582	3609.6	6426	9684.8	13601	8118.5	4174.3	4756.7	7511.9	8812.2	8631.1	6412.9	3857.8	5737.8	10351	5226.1	35582	3609.6	6426	9684.8	13601	8118.5	4174.3	1	1	1	2	2	1	1	1	1	2	1	1	2	2	1	1	13699000	2			+	18	150;561;1221;2181;3424;3455;4913;5139;5601;6328;6329	True;False;False;False;False;False;False;False;False;False;False	149;557;1216;1217;2180;3427;3458;4916;5141;5604;6331;6332	406;407;1488;1489;1490;1491;3288;3289;3290;3291;3292;3293;3294;3295;3296;5816;5817;5818;5819;5820;5821;5822;5823;5824;5825;5826;9177;9264;9265;9266;9267;13029;13030;13597;13598;13599;13600;13601;13602;13603;13604;13605;13606;14817;14818;14819;14820;14821;14822;16763;16764;16765;16766;16767;16768;16769;16770	483;484;1696;1697;1698;1699;3892;3893;3894;3895;3896;3897;3898;3899;3900;3901;6759;6760;6761;6762;6763;6764;6765;6766;6767;6768;6769;6770;6771;6772;10629;10738;10739;10740;10741;10742;10743;15085;15086;15718;15719;15720;15721;15722;15723;15724;15725;15726;15727;15728;15729;17088;17089;17090;17091;17092;17093;17094;17095;17096;17097;17098;17099;17100;17101;19429;19430;19431;19432;19433;19434;19435;19436;19437;19438	483;1698;3893;6768;10629;10742;15085;15726;17099;19434;19438	5	465	-1
O43790;Q14533;CON__O43790;CON__Q14533;P78386;P78385;CON__Q61726;CON__Q6NT21;CON__P78385;CON__P78386;A6NCN2	O43790;Q14533;CON__O43790;CON__Q14533;P78386;P78385;CON__Q61726;CON__Q6NT21;CON__P78385;CON__P78386	4;4;4;4;3;3;3;3;3;3;1	2;2;2;2;1;1;1;1;1;1;1	2;2;2;2;1;1;1;1;1;1;1	Keratin, type II cuticular Hb6;Keratin, type II cuticular Hb1;Keratin, type II cuticular Hb5;Keratin, type II cuticular Hb3	KRT86;KRT81;KRT85;KRT83	sp|O43790|KRT86_HUMAN Keratin, type II cuticular Hb6 OS=Homo sapiens OX=9606 GN=KRT86 PE=1 SV=1;sp|Q14533|KRT81_HUMAN Keratin, type II cuticular Hb1 OS=Homo sapiens OX=9606 GN=KRT81 PE=1 SV=3;;;sp|P78386|KRT85_HUMAN Keratin, type II cuticular Hb5 OS=Homo s	11	4	2	2	5.1	3.3	3.3	53.5	486	486;505;486;505;507;493;479;493;493;507;255	4.5			1			1	0	2.1497	22129	16437	17027	18083	13628	23002	9166	15780	10733	33878	15708	18194	15429	30595	14516	28810	22129	16437	17027	18083	13628	23002	9166	15780	10733	33878	15708	18194	15429	30595	14516	28810	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	320350000	2			+	19	1429;2179;6147;6334	True;False;False;True	1426;2178;6149;6337	3848;5804;5805;5806;5807;16325;16326;16781	4558;6747;6748;6749;6750;18939;18940;19450	4558;6749;18939;19450			9606;9606;-1;-1;9606;9606;-1;-1;-1;-1;9606
CON__P00761	CON__P00761	4	4	4				1	4	4	4	25.1	25.1	25.1	24.409	231	231	3.05	5	5	3	1	3	3	0	69.493	78862000	68566000	87883000	58770000	68253000	52571000	63837000	87902000	59726000	112620000	78399000	66086000	73686000	70754000	62427000	64000000	78862000	68566000	87883000	58770000	68253000	52571000	63837000	87902000	59726000	112620000	78399000	66086000	73686000	70754000	62427000	64000000	61	61	62	60	61	62	62	61	61	62	61	59	61	62	62	61	121580000000	62			+	20	3116;3623;3929;5829	True;True;True;True	3119;3626;3934;5831	8422;9731;9732;9733;9734;10496;10497;10498;10499;10500;10501;15472;15473;15474;15475;15476;15477;15478;15479;15480	9750;11284;11285;11286;11287;12156;12157;12158;12159;12160;12161;12162;12163;12164;17955;17956;17957;17958;17959;17960;17961;17962;17963;17964;17965;17966;17967;17968;17969;17970;17971;17972;17973;17974;17975;17976;17977;17978;17979;17980;17981;17982;17983;17984;17985;17986;17987;17988;17989;17990;17991;17992;17993;17994;17995;17996;17997;17998;17999;18000;18001;18002	9750;11287;12164;17986	6	94	-1
CON__P01966	CON__P01966	2	1	1				1	2	1	1	11.3	4.9	4.9	15.184	142	142	1	1						1	-2	11624	12879	23606	15123	11239	14537	7478.1	10785	12153	13313	13003	13110	10238	13732	16765	9525.4	11624	12879	23606	15123	11239	14537	7478.1	10785	12153	13313	13003	13110	10238	13732	16765	9525.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5732300	1	+		+	21	4065;5793	False;True	4071;5795	10885;15393	12624;17866	12624;17866	7	33	-1
P02533;CON__P02533;CON__P05784;CON__P35900;CON__Q9D312;CON__Q61782;P35900;CON__Q7Z3Y9;CON__Q8N1A0;CON__A2AB72;CON__Q497I4;CON__O76014;CON__O76015;CON__O76013;CON__Q15323;CON__A2A5Y0;CON__Q14532;P05783;CON__Q92764;CON__Q14525;CON__Q99456;CON__REFSEQ:XP_986630;O76015;O76013;Q14525;Q14532;Q7Z3Y9;Q8N1A0;O76014;Q15323;Q92764;Q99456;CON__Q9UE12	P02533;CON__P02533	25;25;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	13;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	Keratin, type I cytoskeletal 14	KRT14	sp|P02533|K1C14_HUMAN Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4;	33	25	13	4	49.4	27.8	9.5	51.561	472	472;472;423;424;431;93;424;468;295;453;455;471;456;467;416;416;448;430;425;404;494;476;456;467;404;448;468;295;449;416;455;494;416	3.66	3	10	12	9	8	8	0	128.88	227500	430750	622690	1128100	485020	375490	250240	563850	281780	592990	535900	530980	601620	599380	655890	381380	227500	430750	622690	1128100	485020	375490	250240	563850	281780	592990	535900	530980	601620	599380	655890	381380	41	48	50	50	47	46	43	49	46	48	49	47	49	48	49	45	1349400000	54			+	22	130;387;503;599;767;1200;1432;2018;2733;2747;3229;3382;3427;3474;3574;4175;4398;4574;4817;4947;5488;5626;5691;6025;6201	True;False;True;False;True;True;True;True;True;False;False;True;False;False;False;True;False;True;False;True;True;True;False;False;False	129;382;499;594;760;1195;1429;2017;2736;2750;3232;3385;3430;3477;3577;4176;4399;4576;4820;4950;5491;5629;5694;6027;6203	353;354;355;356;357;1048;1049;1050;1051;1314;1315;1316;1589;1590;1591;1592;2035;2036;2037;2038;2039;3227;3228;3229;3230;3231;3232;3864;3865;3866;3867;3868;3869;5404;5405;5406;5407;5408;5409;7322;7323;7324;7325;7353;7354;8716;9084;9183;9184;9313;9314;9315;9316;9317;9318;9596;9597;9598;9599;9600;11106;11107;11108;11109;11698;11699;11700;12154;12797;12798;12799;13127;13128;13129;13130;13131;14524;14886;14887;14888;15088;15993;15994;15995;15996;15997;15998;16463;16464	420;421;422;423;424;425;1218;1219;1220;1221;1222;1507;1508;1509;1829;1830;1831;1832;2343;2344;2345;2346;2347;2348;3827;3828;3829;3830;3831;3832;4575;4576;4577;4578;4579;4580;6315;6316;6317;6318;6319;6320;8444;8445;8446;8447;8448;8478;8479;10098;10521;10638;10639;10795;10796;10797;10798;10799;10800;10801;10802;11131;11132;11133;11134;11135;11136;12870;12871;12872;12873;13560;13561;13562;14054;14835;14836;14837;15190;15191;15192;15193;15194;16747;17176;17177;17178;17179;17488;18572;18573;18574;18575;18576;18577;18578;19084;19085;19086	420;1222;1508;1830;2343;3831;4578;6320;8446;8478;10098;10521;10638;10802;11136;12872;13561;14054;14837;15190;16747;17177;17488;18578;19086	8;9;10;11;12;13;14	14;119;237;257;272;338;351	9606;-1;-1;-1;-1;-1;9606;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;9606;-1;-1;-1;-1;9606;9606;9606;9606;9606;9606;9606;9606;9606;9606;-1
