Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
A6NDG6	A6NDG6	1	1	1	Phosphoglycolate phosphatase	PGP	sp|A6NDG6|PGP_HUMAN Glycerol-3-phosphate phosphatase OS=Homo sapiens OX=9606 GN=PGP PE=1 SV=1	1	1	1	1	4	4	4	34.006	321	321	2.5		1	1				0.0056022	1.5129	8933	13347	10275	7106.3	8087.6	8081.3	13096	8386.9	8920.7	9332	9554.5	9066.2	10445	8657.9	10025	6279.5	8933	13347	10275	7106.3	8087.6	8081.3	13096	8386.9	8920.7	9332	9554.5	9066.2	10445	8657.9	10025	6279.5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	11379000	2				10	2737	True	2837	7312;7313	8349;8350	8349			9606
P55786;A6NEC2	P55786;A6NEC2	2;2	2;2	2;2	Puromycin-sensitive aminopeptidase;Puromycin-sensitive aminopeptidase-like protein	NPEPPS;NPEPPSL1	sp|P55786|PSA_HUMAN Puromycin-sensitive aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=2;sp|A6NEC2|PSAL_HUMAN Puromycin-sensitive aminopeptidase-like protein OS=Homo sapiens OX=9606 GN=NPEPPSL1 PE=2 SV=3	2	2	2	2	2.4	2.4	2.4	103.28	919	919;478	3		1	1	1			0	4.3087	11824	5890.1	6534.7	4491.6	6739	4901.6	3588.6	3187	5314.4	2928.4	18750	3456.6	9281.7	6059.1	4202	3072.2	11824	5890.1	6534.7	4491.6	6739	4901.6	3588.6	3187	5314.4	2928.4	18750	3456.6	9281.7	6059.1	4202	3072.2	3	3	2	1	2	3	2	1	3	2	3	3	3	2	2	1	8853700	3				11	2204;6931	True;True	2279;7140	5891;18283;18284	6765;20965;20966	6765;20965			9606;9606
A6NGB9	A6NGB9	6	6	6	WAS/WASL-interacting protein family member 3	WIPF3	sp|A6NGB9|WIPF3_HUMAN WAS/WASL-interacting protein family member 3 OS=Homo sapiens OX=9606 GN=WIPF3 PE=1 SV=4	1	6	6	6	14.9	14.9	14.9	49.457	483	483	1.87	7	6	1			1	0	14.637	140390	126550	133320	142680	146800	138700	124920	92739	104560	162880	90760	109450	158830	126150	136450	105860	140390	126550	133320	142680	146800	138700	124920	92739	104560	162880	90760	109450	158830	126150	136450	105860	16	19	16	18	18	20	18	16	18	19	20	18	19	20	19	20	155600000	20				12	308;4198;5343;5715;5726;6091	True;True;True;True;True;True	311;4341;5524;5898;5909;6280	806;807;808;11247;14168;14169;14170;15087;15088;15113;15114;15115;15116;16072;16073	942;943;944;945;12856;16215;16216;16217;17262;17263;17264;17291;17292;17293;17294;17295;18350;18351;18352;18353	943;12856;16216;17262;17292;18353			9606
A6NGN9	A6NGN9	3	3	3	IgLON family member 5	IGLON5	sp|A6NGN9|IGLO5_HUMAN IgLON family member 5 OS=Homo sapiens OX=9606 GN=IGLON5 PE=2 SV=4	1	3	3	3	9.2	9.2	9.2	36.794	336	336	3.25	1	1			2		0	7.2188	9494	14734	9313.4	8419	10061	6631.3	5572.3	6284.6	7026.7	9417.7	3004.1	7799	9768.9	5220.2	7428	5777.1	9494	14734	9313.4	8419	10061	6631.3	5572.3	6284.6	7026.7	9417.7	3004.1	7799	9768.9	5220.2	7428	5777.1	2	3	3	3	3	3	2	2	3	3	2	1	3	1	3	3	6478800	4				13	991;4168;4996	True;True;True	1004;4309;5166	2620;11137;11138;13324	3017;12725;12726;15248	3017;12726;15248			9606
A6NKN8	A6NKN8	4	4	4	Purkinje cell protein 4-like protein 1	PCP4L1	sp|A6NKN8|PC4L1_HUMAN Purkinje cell protein 4-like protein 1 OS=Homo sapiens OX=9606 GN=PCP4L1 PE=3 SV=3	1	4	4	4	60.3	60.3	60.3	7.4762	68	68	4.27	1	1	2	1	2	4	0	128.02	79296	62222	105170	145790	99027	101240	75787	49670	40641	144010	47862	59814	108810	70933	59902	62226	79296	62222	105170	145790	99027	101240	75787	49670	40641	144010	47862	59814	108810	70933	59902	62226	14	13	14	14	14	14	14	14	12	14	14	14	14	14	14	14	171810000	14				14	64;200;3665;6241	True;True;True;True	62;201;3789;6435	157;158;159;160;535;9833;9834;16485;16486;16487;16488	191;192;193;194;639;11232;11233;11234;11235;18866;18867;18868;18869;18870	192;639;11234;18867			9606
J3KTA2;A8MSI8	J3KTA2;A8MSI8	2;2	2;2	2;2	LYR motif-containing protein 9	LYRM9	tr|J3KTA2|J3KTA2_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV=1;sp|A8MSI8|LYRM9_HUMAN LYR motif-containing protein 9 OS=Homo sapiens OX=9606 GN=LYRM9 PE=3 SV=2	2	2	2	2	13.2	13.2	13.2	17.69	159	159;78	5				1		1	0	2.3795	8925.4	14137	10668	10713	13529	12056	31220	7346.8	9855.9	12583	11543	9927.5	9478.8	8775.8	10202	6972.8	8925.4	14137	10668	10713	13529	12056	31220	7346.8	9855.9	12583	11543	9927.5	9478.8	8775.8	10202	6972.8	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	19236000	2				15	368;6537	True;True	371;6742	992;17293	1150;19816	1150;19816			9606;9606
A8MVW0	A8MVW0	2	2	2	Protein FAM171A2	FAM171A2	sp|A8MVW0|F1712_HUMAN Protein FAM171A2 OS=Homo sapiens OX=9606 GN=FAM171A2 PE=1 SV=1	1	2	2	2	3.5	3.5	3.5	87.434	826	826	4	1				1	1	0	9.0305	4325.1	5791.1	5069.5	5413.7	5012.7	5746.6	1774.1	2993.6	3630.6	6028.3	3405.9	4575.8	5034.7	2336.3	3244.4	4474.9	4325.1	5791.1	5069.5	5413.7	5012.7	5746.6	1774.1	2993.6	3630.6	6028.3	3405.9	4575.8	5034.7	2336.3	3244.4	4474.9	2	2	2	2	3	2	1	1	2	2	2	2	2	1	2	2	16977000	3				16	563;3819	True;True	571;3950	1476;10209;10210	1703;11669;11670	1703;11670			9606
Q8IXS6;B1ALY0	Q8IXS6;B1ALY0	3;3	2;2	2;2	Paralemmin-2	PALM2;PALM2-AKAP2	sp|Q8IXS6|PALM2_HUMAN Paralemmin-2 OS=Homo sapiens OX=9606 GN=PALM2 PE=1 SV=3;tr|B1ALY0|B1ALY0_HUMAN PALM2-AKAP2 readthrough (Fragment) OS=Homo sapiens OX=9606 GN=PALM2-AKAP2 PE=1 SV=1	2	3	2	2	9.5	7.7	7.7	42.185	379	379;433	6						2	0	3.9999	3350.2	2410.4	4218	2081.5	2779.6	2868.1	3557	1594.9	2740.6	1765.1	3000.7	1774.4	1212.5	4773.3	2909	1862.3	3350.2	2410.4	4218	2081.5	2779.6	2868.1	3557	1594.9	2740.6	1765.1	3000.7	1774.4	1212.5	4773.3	2909	1862.3	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2201900	2				17	247;4241;6909	True;False;True	248;4384;7118	672;11343;11344;11345;11346;11347;11348;18245	793;12955;12956;12957;12958;12959;12960;12961;12962;20923	793;12962;20923			9606;9606
P52815;B4DLN1	P52815;B4DLN1	1;1	1;1	1;1	39S ribosomal protein L12, mitochondrial	MRPL12	sp|P52815|RM12_HUMAN 39S ribosomal protein L12, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL12 PE=1 SV=2;tr|B4DLN1|B4DLN1_HUMAN cDNA FLJ60124, highly similar to Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 PE=2 SV=1	2	1	1	1	5.1	5.1	5.1	21.348	198	198;442	1.5	1	1					0.00077399	2.0716	6664.5	5250.3	5232.5	7963.8	4935.8	5620.4	9865.1	1602.7	6204.6	6426.7	2653.1	6429.5	6120.5	6400.6	9384.7	3397.2	6664.5	5250.3	5232.5	7963.8	4935.8	5620.4	9865.1	1602.7	6204.6	6426.7	2653.1	6429.5	6120.5	6400.6	9384.7	3397.2	1	2	1	2	1	1	2	1	2	2	1	2	1	1	2	1	3198100	2				18	4420	True	4566	11785;11786	13441;13442	13441			9606;9606
C9J069	C9J069	1	1	1	Uncharacterized protein C9orf172	C9orf172	sp|C9J069|AJM1_HUMAN Apical junction component 1 homolog OS=Homo sapiens OX=9606 GN=AJM1 PE=3 SV=1	1	1	1	1	1.7	1.7	1.7	106.65	976	976	2		1					0.00077042	2.0313	0	0	0	0	0	0	0	0	0	0	967.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	967.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8426800	1				19	567	True	575	1482	1710	1710			9606
C9JLW8	C9JLW8	1	1	1	Protein FAM195B	FAM195B	sp|C9JLW8|MCRI1_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1	1	1	1	1	9.3	9.3	9.3	10.92	97	97	3.5			1	1			0.0035613	1.6038	18598	15759	18785	17388	14967	20857	19936	7368	11664	13490	4293.9	10668	10837	13346	20496	7732.1	18598	15759	18785	17388	14967	20857	19936	7368	11664	13490	4293.9	10668	10837	13346	20496	7732.1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	18881000	2				20	2938	True	3044	7854;7855	8951;8952	8951			9606
C9JTQ0	C9JTQ0	2	2	2	Ankyrin repeat domain-containing protein 63	ANKRD63	sp|C9JTQ0|ANR63_HUMAN Ankyrin repeat domain-containing protein 63 OS=Homo sapiens OX=9606 GN=ANKRD63 PE=3 SV=1	1	2	2	2	6.3	6.3	6.3	39.62	380	380	3.25	1		1	1	1		0	3.6008	16010	22583	22382	18775	22448	20488	15869	15009	13888	20145	14254	15953	18844	12016	16510	11549	16010	22583	22382	18775	22448	20488	15869	15009	13888	20145	14254	15953	18844	12016	16510	11549	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	25016000	4				21	1;5673	True;True	1;5858	1;2;14989;14990	1;2;17149;17150	2;17149	7	257	9606
Q15811;CON__ENSEMBL:ENSBTAP00000001528	Q15811;CON__ENSEMBL:ENSBTAP00000001528	2;2	2;2	2;2	Intersectin-1	ITSN1	sp|Q15811|ITSN1_HUMAN Intersectin-1 OS=Homo sapiens OX=9606 GN=ITSN1 PE=1 SV=3;	2	2	2	2	1	1	1	195.42	1721	1721;1222	4.4			1	2	1	1	0	3.0639	37025	31051	25977	23598	26403	29085	25233	19377	26638	17603	19122	21152	26953	22081	28874	21775	37025	31051	25977	23598	26403	29085	25233	19377	26638	17603	19122	21152	26953	22081	28874	21775	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	12245000	5			+	22	1193;2066	True;True	1221;2139	3177;3178;3179;5570;5571	3655;3656;3657;6404;6405	3656;6405			9606;-1
CON__P00761	CON__P00761	3	3	3				1	3	3	3	16.5	16.5	16.5	24.409	231	231	3.26	3	4	4	3	3	2	0	60.056	70552000	50223000	51405000	17389000	36586000	14010000	24634000	79705000	26189000	37156000	2679800	19698000	25447000	15977000	17114000	3999100	70552000	50223000	51405000	17389000	36586000	14010000	24634000	79705000	26189000	37156000	2679800	19698000	25447000	15977000	17114000	3999100	63	63	63	54	61	54	60	65	61	62	31	56	60	53	60	29	96352000000	68			+	23	4007;4363;6368	True;True;True	4147;4509;6567	10750;10751;10752;10753;11654;11655;11656;16858;16859;16860;16861;16862;16863;16864;16865;16866;16867;16868;16869	12288;12289;12290;12291;13294;13295;13296;13297;13298;13299;19284;19285;19286;19287;19288;19289;19290;19291;19292;19293;19294;19295;19296;19297;19298;19299;19300;19301;19302;19303;19304;19305;19306;19307;19308;19309;19310;19311;19312;19313;19314;19315;19316;19317;19318;19319;19320;19321;19322;19323;19324;19325;19326;19327;19328;19329;19330;19331;19332;19333;19334;19335;19336;19337;19338;19339;19340;19341	12289;13295;19305			-1
CON__P01966	CON__P01966	3	1	1				1	3	1	1	17.6	4.9	4.9	15.184	142	142	1	1						1	-2	9541.2	12993	6091	8969.8	7095.4	9943	9637.5	8449.1	9225.6	7586.2	2509.1	6861.5	10692	9693.7	7533.9	5098.3	9541.2	12993	6091	8969.8	7095.4	9943	9637.5	8449.1	9225.6	7586.2	2509.1	6861.5	10692	9693.7	7533.9	5098.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6822300	1	+		+	24	4321;4539;6328	False;False;True	4466;4688;6527	11551;11552;12134;12135;12136;16766	13182;13183;13868;13869;13870;19186	13183;13870;19186	8	33	-1
