Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
Q9GZQ8;A6NCE7	Q9GZQ8;A6NCE7	3;3	3;3	1;1	Microtubule-associated proteins 1A/1B light chain 3B;Microtubule-associated proteins 1A/1B light chain 3 beta 2	MAP1LC3B;MAP1LC3B2	sp|Q9GZQ8|MLP3B_HUMAN Microtubule-associated proteins 1A/1B light chain 3B OS=Homo sapiens OX=9606 GN=MAP1LC3B PE=1 SV=3;sp|A6NCE7|MP3B2_HUMAN Microtubule-associated proteins 1A/1B light chain 3 beta 2 OS=Homo sapiens OX=9606 GN=MAP1LC3B2 PE=2 SV=1	2	3	3	1	22.4	22.4	11.2	14.688	125	125;125	3.7	1	2	1	3	1	2	0	11.75	423060	424220	520370	427100	493820	465180	283220	345650	387210	226130	549590	344080	535600	479110	552440	393510	423060	424220	520370	427100	493820	465180	283220	345650	387210	226130	549590	344080	535600	479110	552440	393510	12	12	12	12	12	12	12	12	12	11	12	12	12	12	12	12	2869000000	12				10	3012;4312;6036	True;True;True	3068;3069;4383;6137	8355;8356;8357;8358;8359;8360;8361;12081;12082;16842	9586;9587;9588;9589;9590;9591;9592;9593;9594;13885;13886;19300	9592;13885;19300	1	60	9606;9606
A6NFN3	A6NFN3	1	1	1	RNA binding protein fox-1 homolog 3	RBFOX3	sp|A6NFN3|RFOX3_HUMAN RNA binding protein fox-1 homolog 3 OS=Homo sapiens OX=9606 GN=RBFOX3 PE=2 SV=4	1	1	1	1	4.8	4.8	4.8	33.872	312	312	4				1			0	3.6124	6397.3	10258	8021.6	8716.5	7323.1	6362.1	8237.5	8374.6	7839.4	6805.9	9880.7	8748.2	9480.8	11708	9245.4	10154	6397.3	10258	8021.6	8716.5	7323.1	6362.1	8237.5	8374.6	7839.4	6805.9	9880.7	8748.2	9480.8	11708	9245.4	10154	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7218400	1				11	3387	True	3450	9386	10761	10761			9606
A6NGB9	A6NGB9	7	7	7	WAS/WASL-interacting protein family member 3	WIPF3	sp|A6NGB9|WIPF3_HUMAN WAS/WASL-interacting protein family member 3 OS=Homo sapiens OX=9606 GN=WIPF3 PE=1 SV=4	1	7	7	7	18.4	18.4	18.4	49.457	483	483	2.71	5	4	3	2	2	1	0	27.131	803550	702910	653070	844780	910070	673880	574270	777970	732800	714930	1058200	510640	1335000	914550	884800	884390	803550	702910	653070	844780	910070	673880	574270	777970	732800	714930	1058200	510640	1335000	914550	884800	884390	22	21	22	22	22	22	21	22	22	22	22	22	22	22	22	22	1274200000	22				12	387;6509;6939;6952;7369;7408;7506	True;True;True;True;True;True;True	390;6620;7056;7069;7487;7527;7627	1071;18031;18032;18033;18034;18035;19197;19198;19231;19232;19233;20343;20457;20458;20459;20729;20730	1259;20665;20666;20667;20668;20669;21975;21976;22012;22013;22014;22015;23245;23369;23370;23371;23372;23373;23374;23375;23697;23698	1259;20669;21976;22013;23245;23371;23698			9606
A6NGN9	A6NGN9	3	3	3	IgLON family member 5	IGLON5	sp|A6NGN9|IGLO5_HUMAN IgLON family member 5 OS=Homo sapiens OX=9606 GN=IGLON5 PE=2 SV=4	1	3	3	3	9.2	9.2	9.2	36.794	336	336	3.75	1	1	1	2	2	1	0	26.635	37092	57312	38409	48524	36001	34048	30951	32159	41810	37361	63096	52667	59019	65169	41998	61831	37092	57312	38409	48524	36001	34048	30951	32159	41810	37361	63096	52667	59019	65169	41998	61831	8	8	8	8	7	8	8	8	8	7	8	8	8	8	8	8	77066000	8				13	1216;5075;6052	True;True;True	1227;5157;6153	3344;3345;3346;3347;14161;14162;16888;16889	3844;3845;3846;3847;16271;16272;19347;19348	3846;16272;19347			9606
A6NHQ2	A6NHQ2	1	1	1	rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1	FBLL1	sp|A6NHQ2|FBLL1_HUMAN rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1 OS=Homo sapiens OX=9606 GN=FBLL1 PE=3 SV=2	1	1	1	1	3.6	3.6	3.6	34.803	334	334	2		1					0.002401	2.2223	22016	14619	24194	25798	22093	22798	19670	23833	26687	16831	32103	29384	23745	26226	22508	28416	22016	14619	24194	25798	22093	22798	19670	23833	26687	16831	32103	29384	23745	26226	22508	28416	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28631000	1				14	3428	True	3491	9511	10896	10896			9606
P61224;P62834;A6NIZ1	P61224;P62834;A6NIZ1	2;2;2	2;2;2	2;2;2	Ras-related protein Rap-1b;Ras-related protein Rap-1A;Ras-related protein Rap-1b-like protein	RAP1B;RAP1A	sp|P61224|RAP1B_HUMAN Ras-related protein Rap-1b OS=Homo sapiens OX=9606 GN=RAP1B PE=1 SV=1;sp|P62834|RAP1A_HUMAN Ras-related protein Rap-1A OS=Homo sapiens OX=9606 GN=RAP1A PE=1 SV=1;sp|A6NIZ1|RP1BL_HUMAN Ras-related protein Rap-1b-like protein OS=Homo sa	3	2	2	2	9.8	9.8	9.8	20.825	184	184;184;184	2.5		1	1				0.0051873	2.0566	59621	48304	69275	69367	68365	76563	62206	63670	60459	62301	57248	71051	44264	53927	50115	56433	59621	48304	69275	69367	68365	76563	62206	63670	60459	62301	57248	71051	44264	53927	50115	56433	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	142210000	2				15	2545;8413	True;True	2592;8542	7092;23202	8174;26528	8174;26528			9606;9606;9606
A6NKN8	A6NKN8	3	3	3	Purkinje cell protein 4-like protein 1	PCP4L1	sp|A6NKN8|PC4L1_HUMAN Purkinje cell protein 4-like protein 1 OS=Homo sapiens OX=9606 GN=PCP4L1 PE=3 SV=3	1	3	3	3	60.3	60.3	60.3	7.4762	68	68	3.5	1		1	1		1	0	34.655	138920	89494	132010	144220	116220	99283	93137	149250	115770	77854	162570	160440	113590	139540	119820	254970	138920	89494	132010	144220	116220	99283	93137	149250	115770	77854	162570	160440	113590	139540	119820	254970	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	145300000	6				16	76;4473;7573	True;True;True	73;4545;7693	201;12539;20924;20925	270;14419;14420;14421;23962;23963	270;14421;23962			9606
A8MVW0	A8MVW0	3	3	3	Protein FAM171A2	FAM171A2	sp|A8MVW0|F1712_HUMAN Protein FAM171A2 OS=Homo sapiens OX=9606 GN=FAM171A2 PE=1 SV=1	1	3	3	3	6.2	6.2	6.2	87.434	826	826	4.5	1			1	2	2	0	15.187	30038	31394	25653	39181	25230	18133	30837	21777	30212	27844	45524	36286	42322	41102	32876	26754	30038	31394	25653	39181	25230	18133	30837	21777	30212	27844	45524	36286	42322	41102	32876	26754	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	100230000	6				17	690;1554;4647	True;True;True	696;1576;4723	1859;4220;4221;12973;12974;12975	2132;4862;4863;14913;14914;14915	2132;4862;14914			9606
Q8IXS6;B1ALY0	Q8IXS6;B1ALY0	3;3	2;2	2;2	Paralemmin-2	PALM2;PALM2-AKAP2	sp|Q8IXS6|PALM2_HUMAN Paralemmin-2 OS=Homo sapiens OX=9606 GN=PALM2 PE=1 SV=3;tr|B1ALY0|B1ALY0_HUMAN PALM2-AKAP2 readthrough (Fragment) OS=Homo sapiens OX=9606 GN=PALM2-AKAP2 PE=1 SV=1	2	3	2	2	9.5	7.7	7.7	42.185	379	379;433	6						2	0	11.478	4426.6	5210.2	4172.9	5715.6	5201.6	3128.3	3417.7	5201.7	4385.7	3399.5	6194.3	7379.8	8395.4	6331.3	3936.8	5541.4	4426.6	5210.2	4172.9	5715.6	5201.6	3128.3	3417.7	5201.7	4385.7	3399.5	6194.3	7379.8	8395.4	6331.3	3936.8	5541.4	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	1084800	2				18	301;5162;8349	True;False;True	300;5246;8476	874;14430;14431;14432;14433;14434;14435;23049	1031;16572;16573;16574;16575;16576;16577;16578;26363	1031;16576;26363			9606;9606
P52815;B4DLN1	P52815;B4DLN1	1;1	1;1	1;1	39S ribosomal protein L12, mitochondrial	MRPL12	sp|P52815|RM12_HUMAN 39S ribosomal protein L12, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL12 PE=1 SV=2;tr|B4DLN1|B4DLN1_HUMAN cDNA FLJ60124, highly similar to Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 PE=2 SV=1	2	1	1	1	5.1	5.1	5.1	21.348	198	198;442	1.5	1	1					0	2.8759	35527	39300	42224	54681	38685	41319	37672	45096	46198	39441	52542	48310	53705	54226	54603	55991	35527	39300	42224	54681	38685	41319	37672	45096	46198	39441	52542	48310	53705	54226	54603	55991	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	38208000	2				19	5367	True	5454	14970;14971	17161;17162	17161			9606;9606
Q99613;B5ME19	Q99613;B5ME19	2;2	2;2	2;2	Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein	EIF3C;EIF3CL	sp|Q99613|EIF3C_HUMAN Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1;sp|B5ME19|EIFCL_HUMAN Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens OX=9606 GN=EIF3CL PE=3 SV=1	2	2	2	2	2.4	2.4	2.4	105.34	913	913;914	3	1	1				1	0	3.4292	4965.1	1549.4	4133	6818.7	5127.5	2447	2072.1	2225.6	4484.2	3360.9	3258	5047.4	4524.6	3766.1	2748.8	3269.6	4965.1	1549.4	4133	6818.7	5127.5	2447	2072.1	2225.6	4484.2	3360.9	3258	5047.4	4524.6	3766.1	2748.8	3269.6	1	1	2	2	3	1	1	1	1	1	1	1	1	1	1	1	13477000	3				20	2926;6088	True;True	2981;6190	8115;8116;16967	9315;9316;19433	9315;19433			9606;9606
C9J069	C9J069	1	1	1	Uncharacterized protein C9orf172	C9orf172	sp|C9J069|AJM1_HUMAN Apical junction component 1 homolog OS=Homo sapiens OX=9606 GN=AJM1 PE=3 SV=1	1	1	1	1	1.7	1.7	1.7	106.65	976	976	1	1						0	3.2358	1162.4	1864.9	1850.8	1868.1	2304	1766.2	1461.7	1938.7	1461.4	770.99	2841.4	0	1713.4	1382.9	2364.6	1232	1162.4	1864.9	1850.8	1868.1	2304	1766.2	1461.7	1938.7	1461.4	770.99	2841.4	0	1713.4	1382.9	2364.6	1232	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	62593000	1				21	691	True	697	1860	2133	2133			9606
Q15811;CON__ENSEMBL:ENSBTAP00000001528	Q15811;CON__ENSEMBL:ENSBTAP00000001528	5;5	5;5	5;5	Intersectin-1	ITSN1	sp|Q15811|ITSN1_HUMAN Intersectin-1 OS=Homo sapiens OX=9606 GN=ITSN1 PE=1 SV=3;	2	5	5	5	2.8	2.8	2.8	195.42	1721	1721;1222	2.5	2	2		1	1		0	12.227	92137	104250	55054	126170	96264	69159	90257	86728	118780	102980	113950	123910	113440	91826	89418	133900	92137	104250	55054	126170	96264	69159	90257	86728	118780	102980	113950	123910	113440	91826	89418	133900	5	6	5	6	5	6	5	6	6	5	6	5	5	5	6	5	149830000	6			+	22	1492;2533;3592;5180;7832	True;True;True;True;True	1513;2580;3658;5264;7953	4059;4060;7043;10049;14480;21610	4682;4683;8122;11513;16628;24742	4683;8122;11513;16628;24742			9606;-1
CON__P00761	CON__P00761	4	4	4				1	4	4	4	25.1	25.1	25.1	24.409	231	231	3.28	3	4	4	2	2	3	0	95.864	96950000	90908000	61637000	62669000	75116000	92100000	73849000	71067000	62991000	97160000	69987000	70808000	60791000	77027000	50874000	64514000	96950000	90908000	61637000	62669000	75116000	92100000	73849000	71067000	62991000	97160000	69987000	70808000	60791000	77027000	50874000	64514000	41	42	40	42	42	44	44	44	44	44	44	44	44	43	44	44	246650000000	44			+	23	4225;4886;5293;7724	True;True;True;True	4296;4967;5380;7845	11880;11881;13652;13653;13654;13655;14797;14798;14799;14800;14801;14802;21355;21356;21357;21358;21359;21360	13646;13647;15680;15681;15682;15683;15684;16972;16973;16974;16975;16976;16977;16978;16979;16980;16981;24437;24438;24439;24440;24441;24442;24443;24444;24445;24446;24447;24448;24449;24450;24451;24452;24453;24454;24455;24456;24457;24458;24459;24460;24461;24462;24463	13646;15682;16976;24442	2	94	-1
