Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
Q9GZQ8;A6NCE7	Q9GZQ8;A6NCE7	3;3	1;1	1;1	Microtubule-associated proteins 1A/1B light chain 3B;Microtubule-associated proteins 1A/1B light chain 3 beta 2	MAP1LC3B;MAP1LC3B2	sp|Q9GZQ8|MLP3B_HUMAN Microtubule-associated proteins 1A/1B light chain 3B OS=Homo sapiens OX=9606 GN=MAP1LC3B PE=1 SV=3;sp|A6NCE7|MP3B2_HUMAN Microtubule-associated proteins 1A/1B light chain 3 beta 2 OS=Homo sapiens OX=9606 GN=MAP1LC3B2 PE=2 SV=1	2	3	1	1	22.4	11.2	11.2	14.688	125	125;125	3.86	1	1	1	1	1	2	0.001581	4.3174	91437	71218	86565	95013	102850	138440	87584	111370	93323	56965	141560	106860	110830	165330	86273	122880	91437	71218	86565	95013	102850	138440	87584	111370	93323	56965	141560	106860	110830	165330	86273	122880	9	9	9	9	9	9	9	9	9	8	9	9	9	9	9	9	122160000	9				10	2323;3293;4697	True;False;False	2379;2380;3375;4822	6392;6393;6394;6395;6396;6397;6398;9148;12777	7614;7615;7616;7617;7618;7619;7620;7621;7622;10853;10854;15133	7616;10853;15133	10	60	9606;9606
A6NDB9	A6NDB9	2	2	2	Paralemmin-3	PALM3	sp|A6NDB9|PALM3_HUMAN Paralemmin-3 OS=Homo sapiens OX=9606 GN=PALM3 PE=1 SV=2	1	2	2	2	3.1	3.1	3.1	71.695	673	673	3.5		1			1		0.0015949	4.4744	74572	99443	59155	64275	75087	60293	48047	43181	35114	317150	34290	65287	56889	117450	44509	82267	74572	99443	59155	64275	75087	60293	48047	43181	35114	317150	34290	65287	56889	117450	44509	82267	2	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	86759000	2				11	1464;2628	True;True	1494;2696	4073;7265	4891;8644	4891;8644			9606
P55786;A6NEC2	P55786;A6NEC2	1;1	1;1	1;1	Puromycin-sensitive aminopeptidase;Puromycin-sensitive aminopeptidase-like protein	NPEPPS;NPEPPSL1	sp|P55786|PSA_HUMAN Puromycin-sensitive aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=2;sp|A6NEC2|PSAL_HUMAN Puromycin-sensitive aminopeptidase-like protein OS=Homo sapiens OX=9606 GN=NPEPPSL1 PE=2 SV=3	2	1	1	1	1.4	1.4	1.4	103.28	919	919;478	3.5			1	1			0	6.6839	5320.1	6232.3	6021.4	5347	4743.7	4200.8	1783.9	2867.3	1800	3188.5	4741.6	2438.8	3089.8	4816.8	6223	3576.9	5320.1	6232.3	6021.4	5347	4743.7	4200.8	1783.9	2867.3	1800	3188.5	4741.6	2438.8	3089.8	4816.8	6223	3576.9	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	22981000	2				12	6512	True	6669	17602;17603	20924;20925	20925			9606;9606
A6NGB9	A6NGB9	2	2	2	WAS/WASL-interacting protein family member 3	WIPF3	sp|A6NGB9|WIPF3_HUMAN WAS/WASL-interacting protein family member 3 OS=Homo sapiens OX=9606 GN=WIPF3 PE=1 SV=4	1	2	2	2	4.6	4.6	4.6	49.457	483	483	1.5	1	1					0	7.3798	23708	13148	29204	30062	31921	15686	17124	14176	20835	13344	29338	26985	24435	20153	33097	21130	23708	13148	29204	30062	31921	15686	17124	14176	20835	13344	29338	26985	24435	20153	33097	21130	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	38897000	2				13	5076;5757	True;True	5216;5901	13720;15525	16262;18346	16262;18346			9606
A6NGN9	A6NGN9	3	3	3	IgLON family member 5	IGLON5	sp|A6NGN9|IGLO5_HUMAN IgLON family member 5 OS=Homo sapiens OX=9606 GN=IGLON5 PE=2 SV=4	1	3	3	3	9.2	9.2	9.2	36.794	336	336	3.75	1	1		3	3		0	18.491	14567	25993	18778	20181	18531	20602	15573	13850	8530.1	12728	15010	11889	21229	18018	19906	14609	14567	25993	18778	20181	18531	20602	15573	13850	8530.1	12728	15010	11889	21229	18018	19906	14609	7	6	6	7	6	9	8	8	5	5	6	4	9	6	6	6	23640000	9				14	924;3915;4707	True;True;True	931;4012;4832	2497;2498;2499;2500;10821;10822;12806;12807	2950;2951;2952;2953;2954;12850;12851;15164;15165	2954;12851;15164			9606
A6NHQ2	A6NHQ2	1	1	1	rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1	FBLL1	sp|A6NHQ2|FBLL1_HUMAN rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1 OS=Homo sapiens OX=9606 GN=FBLL1 PE=3 SV=2	1	1	1	1	3.6	3.6	3.6	34.803	334	334	2.5		1	1				0.0062893	3.3048	16840	4477.6	19128	17738	13634	11390	12965	15748	15215	17300	20132	26829	7623.6	13439	13019	14920	16840	4477.6	19128	17738	13634	11390	12965	15748	15215	17300	20132	26829	7623.6	13439	13019	14920	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	15518000	2				15	2636	True	2704	7282;7283	8664;8665	8664			9606
A6NKN8	A6NKN8	3	3	3	Purkinje cell protein 4-like protein 1	PCP4L1	sp|A6NKN8|PC4L1_HUMAN Purkinje cell protein 4-like protein 1 OS=Homo sapiens OX=9606 GN=PCP4L1 PE=3 SV=3	1	3	3	3	60.3	60.3	60.3	7.4762	68	68	4.3	1	2		1	2	4	0	180	204200	77185	170070	200890	150650	116810	117920	111860	125610	59740	232150	232790	165740	100720	190590	134100	204200	77185	170070	200890	150650	116810	117920	111860	125610	59740	232150	232790	165740	100720	190590	134100	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	224440000	17				16	64;3411;5886	True;True;True	63;3495;6033	168;169;9484;9485;9486;9487;15941;15942;15943;15944	214;215;11253;11254;11255;11256;11257;11258;11259;11260;11261;11262;11263;18970;18971;18972;18973	215;11255;18972			9606
Q8IXS6;B1ALY0	Q8IXS6;B1ALY0	2;2	1;1	1;1	Paralemmin-2	PALM2;PALM2-AKAP2	sp|Q8IXS6|PALM2_HUMAN Paralemmin-2 OS=Homo sapiens OX=9606 GN=PALM2 PE=1 SV=3;tr|B1ALY0|B1ALY0_HUMAN PALM2-AKAP2 readthrough (Fragment) OS=Homo sapiens OX=9606 GN=PALM2-AKAP2 PE=1 SV=1	2	2	1	1	6.3	4.5	4.5	42.185	379	379;433	5.5					1	1	0.0029499	3.524	752.99	0	2309.1	0	761.62	0	0	0	0	978.76	0	997.07	0	0	1957.6	1771.5	752.99	0	2309.1	0	761.62	0	0	0	0	978.76	0	997.07	0	0	1957.6	1771.5	1	0	2	0	1	0	0	0	0	1	0	1	0	0	2	2	1183000	2				17	3989;6484	False;True	4088;6641	11018;11019;11020;17534;17535	13092;13093;13094;20845;20846	13093;20845			9606;9606
P00751;B4E1Z4	P00751;B4E1Z4	1;1	1;1	1;1	Complement factor B;Complement factor B Ba fragment;Complement factor B Bb fragment	CFB	sp|P00751|CFAB_HUMAN Complement factor B OS=Homo sapiens OX=9606 GN=CFB PE=1 SV=2;tr|B4E1Z4|B4E1Z4_HUMAN cDNA FLJ55673, highly similar to Complement factor B (EC 3.4.21.47) OS=Homo sapiens OX=9606 PE=1 SV=1	2	1	1	1	1.2	1.2	1.2	85.532	764	764;1266	1	1						0.00085616	5.2732	10577	7073.2	7992.3	9617.7	7261.4	3475.5	7880.3	3913.7	8690.4	2843.3	9729.6	5749.3	4046.3	5513.5	19294	10029	10577	7073.2	7992.3	9617.7	7261.4	3475.5	7880.3	3913.7	8690.4	2843.3	9729.6	5749.3	4046.3	5513.5	19294	10029	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16276000	1				18	5529	True	5668	14916	17659	17659			9606;9606
Q99613;B5ME19	Q99613;B5ME19	2;2	2;2	2;2	Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein	EIF3C;EIF3CL	sp|Q99613|EIF3C_HUMAN Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1;sp|B5ME19|EIFCL_HUMAN Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens OX=9606 GN=EIF3CL PE=3 SV=1	2	2	2	2	2.4	2.4	2.4	105.34	913	913;914	4		1				1	0	5.8785	4241.7	2175.6	4970.5	5455	4187.5	3651	3474.9	2628	2672.3	4267.9	4234.8	5600.8	1991.2	3517	3099.3	3607.8	4241.7	2175.6	4970.5	5455	4187.5	3651	3474.9	2628	2672.3	4267.9	4234.8	5600.8	1991.2	3517	3099.3	3607.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4766500	2				19	2265;4735	True;True	2320;4863	6222;12870	7421;15233	7421;15233			9606;9606
C9JLW8	C9JLW8	2	2	2	Protein FAM195B	FAM195B	sp|C9JLW8|MCRI1_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1	1	2	2	2	27.8	27.8	27.8	10.92	97	97	4.2		1		2	1	1	0	9.6921	88240	72810	80491	84382	76708	64291	56751	58518	66645	54791	72812	58800	54371	49338	73539	67925	88240	72810	80491	84382	76708	64291	56751	58518	66645	54791	72812	58800	54371	49338	73539	67925	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	52091000	6				20	2768;5419	True;True	2840;5560	7668;7669;7670;7671;14624	9104;9105;9106;9107;9108;17322	9106;17322			9606
Q15811;CON__ENSEMBL:ENSBTAP00000001528	Q15811;CON__ENSEMBL:ENSBTAP00000001528	3;3	3;3	3;3	Intersectin-1	ITSN1	sp|Q15811|ITSN1_HUMAN Intersectin-1 OS=Homo sapiens OX=9606 GN=ITSN1 PE=1 SV=3;	2	3	3	3	1.7	1.7	1.7	195.42	1721	1721;1222	3	1	1		1	1		0	9.1822	21341	22053	17441	19046	22019	22213	26260	19536	14092	22532	13244	19434	19831	24336	14708	19971	21341	22053	17441	19046	22019	22213	26260	19536	14092	22532	13244	19434	19831	24336	14708	19971	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	13538000	4			+	21	1115;1946;6070	True;True;True	1132;1992;6222	3003;3004;5375;16471	3546;3547;6438;19586	3547;6438;19586			9606;-1
CON__P00761	CON__P00761	4	4	4				1	4	4	4	25.1	25.1	25.1	24.409	231	231	3.06	4	3	4	2	2	2	0	74.34	29084000	50187000	38097000	38265000	39154000	35582000	35564000	21822000	21911000	27253000	22378000	29972000	31076000	26379000	33449000	26213000	29084000	50187000	38097000	38265000	39154000	35582000	35564000	21822000	21911000	27253000	22378000	29972000	31076000	26379000	33449000	26213000	44	45	45	45	44	45	44	44	45	44	45	44	45	45	45	45	89278000000	45			+	22	3236;3749;4115;5992	True;True;True;True	3317;3844;4217;6142	9015;10418;10419;10420;10421;10422;11306;11307;11308;16261;16262;16263;16264;16265;16266;16267;16268	10690;12393;12394;12395;12396;12397;12398;13415;13416;13417;13418;19326;19327;19328;19329;19330;19331;19332;19333;19334;19335;19336;19337;19338;19339;19340;19341;19342;19343;19344;19345;19346;19347;19348;19349;19350;19351;19352;19353;19354;19355;19356;19357;19358;19359	10690;12396;13418;19330	11	94	-1
CON__P01966	CON__P01966	4	4	2				1	4	4	2	28.2	28.2	15.5	15.184	142	142	2.6	2	1	1			1	0	12.912	83567	112970	89422	106360	48053	65432	83338	55611	57512	58413	111910	73830	73412	149280	85544	116460	83567	112970	89422	106360	48053	65432	83338	55611	57512	58413	111910	73830	73412	149280	85544	116460	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	68924000	5			+	23	4069;4274;5964;6134	True;True;True;True	4170;4379;6114;6288	11198;11752;11753;16187;16636	13294;13952;13953;19246;19781	13294;13953;19246;19781	12	33	-1
