Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
A5PKW4	A5PKW4	1	1	1	PH and SEC7 domain-containing protein 1	PSD	sp|A5PKW4|PSD1_HUMAN PH and SEC7 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PSD PE=1 SV=2	1	1	1	1	0.8	0.8	0.8	109.54	1024	1024	3.5			1	1			0	7.1353	8539.7	11765	8170.1	7407.3	8113	6475.9	11246	8388.6	10627	6092.1	16762	7396.5	13176	10620	4892.2	7639.6	8539.7	11765	8170.1	7407.3	8113	6475.9	11246	8388.6	10627	6092.1	16762	7396.5	13176	10620	4892.2	7639.6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6625100	2				10	1353	True	1345	3312;3313	3695;3696	3696			9606
Q9GZQ8;A6NCE7	Q9GZQ8;A6NCE7	2;2	2;2	1;1	Microtubule-associated proteins 1A/1B light chain 3B;Microtubule-associated proteins 1A/1B light chain 3 beta 2	MAP1LC3B;MAP1LC3B2	sp|Q9GZQ8|MLP3B_HUMAN Microtubule-associated proteins 1A/1B light chain 3B OS=Homo sapiens OX=9606 GN=MAP1LC3B PE=1 SV=3;sp|A6NCE7|MP3B2_HUMAN Microtubule-associated proteins 1A/1B light chain 3 beta 2 OS=Homo sapiens OX=9606 GN=MAP1LC3B2 PE=2 SV=1	2	2	2	1	16.8	16.8	11.2	14.688	125	125;125	3	2	2	1	1	1	1	0	15.752	400750	805400	582770	547660	386730	456670	487800	748550	706620	668130	511650	524790	413020	641340	481230	493580	400750	805400	582770	547660	386730	456670	487800	748550	706620	668130	511650	524790	413020	641340	481230	493580	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	510240000	10				11	2182;4282	True;True	2174;4268	5244;5245;5246;5247;5248;5249;10377;10378	5799;5800;5801;5802;5803;5804;5805;5806;11460;11461	5804;11460	8	60	9606;9606
A6NFN3	A6NFN3	1	1	1	RNA binding protein fox-1 homolog 3	RBFOX3	sp|A6NFN3|RFOX3_HUMAN RNA binding protein fox-1 homolog 3 OS=Homo sapiens OX=9606 GN=RBFOX3 PE=2 SV=4	1	1	1	1	4.8	4.8	4.8	33.872	312	312	4.5				1	1		0	10.672	2162	1766	1276	991.43	1592.5	2394.1	1959.1	868.66	1294.7	0	931.6	1275.2	0	0	0	0	2162	1766	1276	991.43	1592.5	2394.1	1959.1	868.66	1294.7	0	931.6	1275.2	0	0	0	0	1	2	1	1	1	2	2	1	1	0	1	1	0	0	0	0	2156600	2				12	2456	True	2448	5926;5927	6551;6552	6552			9606
A6NGB9	A6NGB9	4	4	4	WAS/WASL-interacting protein family member 3	WIPF3	sp|A6NGB9|WIPF3_HUMAN WAS/WASL-interacting protein family member 3 OS=Homo sapiens OX=9606 GN=WIPF3 PE=1 SV=4	1	4	4	4	11	11	11	49.457	483	483	2	3	1	1	1			0	27.385	110820	70775	109840	156490	99566	78949	74827	74680	82715	85169	48796	110870	87472	61863	42267	70463	110820	70775	109840	156490	99566	78949	74827	74680	82715	85169	48796	110870	87472	61863	42267	70463	6	7	6	6	6	6	7	6	6	6	6	6	8	7	7	8	125820000	8				13	292;4588;4890;5222	True;True;True;True	287;4574;4872;5199	734;11022;11023;11024;11729;12493	819;820;12174;12175;12176;12942;12943;13767	819;12176;12942;13767			9606
A6NGN9	A6NGN9	2	2	2	IgLON family member 5	IGLON5	sp|A6NGN9|IGLO5_HUMAN IgLON family member 5 OS=Homo sapiens OX=9606 GN=IGLON5 PE=2 SV=4	1	2	2	2	8.3	8.3	8.3	36.794	336	336	3.5		1			1		0	12.321	2161.5	6454	1961.9	2507.9	1892.5	1982.2	1672	1571.4	2846.2	2110.7	2145.4	4252.8	2443.1	4511.8	2767.4	3424.3	2161.5	6454	1961.9	2507.9	1892.5	1982.2	1672	1571.4	2846.2	2110.7	2145.4	4252.8	2443.1	4511.8	2767.4	3424.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2679600	2				14	892;3626	True;True	884;3618	2234;8845	2441;9767	2441;9767			9606
A6NHQ2	A6NHQ2	1	1	1	rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1	FBLL1	sp|A6NHQ2|FBLL1_HUMAN rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1 OS=Homo sapiens OX=9606 GN=FBLL1 PE=3 SV=2	1	1	1	1	3.6	3.6	3.6	34.803	334	334	3			2				0	7.3712	27298	12184	37922	34124	23621	16941	17308	15903	21411	26483	15323	22544	12491	10436	13143	10294	27298	12184	37922	34124	23621	16941	17308	15903	21411	26483	15323	22544	12491	10436	13143	10294	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	22657000	2				15	2488	True	2480	6010;6011	6639;6640	6639			9606
A6NKD9	A6NKD9	1	1	1	Coiled-coil domain-containing protein 85C	CCDC85C	sp|A6NKD9|CC85C_HUMAN Coiled-coil domain-containing protein 85C OS=Homo sapiens OX=9606 GN=CCDC85C PE=1 SV=1	1	1	1	1	2.4	2.4	2.4	45.209	419	419	4.5				1	1		0.0067024	6.1127	2106.9	2835.2	1852.6	2557.1	1381.9	1966.1	2382.7	1053.5	3380.8	948.19	0	1228.4	881.37	981.85	0	0	2106.9	2835.2	1852.6	2557.1	1381.9	1966.1	2382.7	1053.5	3380.8	948.19	0	1228.4	881.37	981.85	0	0	1	2	1	2	1	1	1	1	3	1	0	1	1	1	0	0	2091300	3				16	1763	True	1755	4314;4315	4802;4803;4804	4803			9606
A6NKN8	A6NKN8	3	3	3	Purkinje cell protein 4-like protein 1	PCP4L1	sp|A6NKN8|PC4L1_HUMAN Purkinje cell protein 4-like protein 1 OS=Homo sapiens OX=9606 GN=PCP4L1 PE=3 SV=3	1	3	3	3	60.3	60.3	60.3	7.4762	68	68	3.5	1	1	1	1	1	1	0	72.769	78861	100670	155160	139670	88763	52000	79362	111920	156430	73203	59448	209400	70995	80552	103800	51940	78861	100670	155160	139670	88763	52000	79362	111920	156430	73203	59448	209400	70995	80552	103800	51940	8	8	8	7	8	7	7	7	8	7	7	7	6	7	8	7	81817000	8				17	58;3202;5346	True;True;True	57;3194;5321	139;140;7891;12828;12829;12830	170;171;8727;8728;8729;14189;14190;14191	171;8727;14191			9606
A8MVW0	A8MVW0	1	1	1	Protein FAM171A2	FAM171A2	sp|A8MVW0|F1712_HUMAN Protein FAM171A2 OS=Homo sapiens OX=9606 GN=FAM171A2 PE=1 SV=1	1	1	1	1	1.8	1.8	1.8	87.434	826	826	5.5					1	1	0	46.021	10290	7670.6	13124	13642	10138	5300.7	8333.5	5330.3	6637.8	4869.4	8087.4	7476.1	3424.7	6586.6	6446.8	4080.3	10290	7670.6	13124	13642	10138	5300.7	8333.5	5330.3	6637.8	4869.4	8087.4	7476.1	3424.7	6586.6	6446.8	4080.3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	18842000	2				18	3334	True	3326	8167;8168	9038;9039	9039			9606
A8MZA4;Q8N7Z2;H0YM25	A8MZA4;Q8N7Z2;H0YM25	2;2;2	2;2;2	2;2;2	Putative golgin subfamily A member 6-like protein 6;Golgin subfamily A member 6-like protein 1;Golgin subfamily A member 6-like protein 22	GOLGA6L6;GOLGA6L1;GOLGA6L22	sp|A8MZA4|GG6L6_HUMAN Golgin subfamily A member 6-like protein 6 OS=Homo sapiens OX=9606 GN=GOLGA6L6 PE=3 SV=4;sp|Q8N7Z2|GG6L1_HUMAN Golgin subfamily A member 6-like protein 1 OS=Homo sapiens OX=9606 GN=GOLGA6L1 PE=2 SV=3;sp|H0YM25|GG6LV_HUMAN Golgin subfa	3	2	2	2	17.5	17.5	17.5	90.952	724	724;668;810	4.5				1	1		0	10.933	23337	23230	19483	28193	27286	15325	27953	20515	35735	18397	20950	21212	12249	20532	16232	19595	23337	23230	19483	28193	27286	15325	27953	20515	35735	18397	20950	21212	12249	20532	16232	19595	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2				19	3971;4181	True;True	3959;4167	9633;10120	10625;11171	10625;11171			9606;9606;9606
P52815;B4DLN1	P52815;B4DLN1	1;1	1;1	1;1	39S ribosomal protein L12, mitochondrial	MRPL12	sp|P52815|RM12_HUMAN 39S ribosomal protein L12, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL12 PE=1 SV=2;tr|B4DLN1|B4DLN1_HUMAN cDNA FLJ60124, highly similar to Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 PE=2 SV=1	2	1	1	1	5.1	5.1	5.1	21.348	198	198;442	2.5		1	1				0	7.5011	9506.4	10794	9819.9	11360	8921	7208.9	13122	10577	12468	7798.4	10173	7108	10066	8905.4	10214	8493.1	9506.4	10794	9819.9	11360	8921	7208.9	13122	10577	12468	7798.4	10173	7108	10066	8905.4	10214	8493.1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5450200	2				20	3836	True	3828	9313;9314	10265;10266	10266			9606;9606
P00751;B4E1Z4	P00751;B4E1Z4	1;1	1;1	1;1	Complement factor B;Complement factor B Ba fragment;Complement factor B Bb fragment	CFB	sp|P00751|CFAB_HUMAN Complement factor B OS=Homo sapiens OX=9606 GN=CFB PE=1 SV=2;tr|B4E1Z4|B4E1Z4_HUMAN cDNA FLJ55673, highly similar to Complement factor B (EC 3.4.21.47) OS=Homo sapiens OX=9606 PE=1 SV=1	2	1	1	1	1.2	1.2	1.2	85.532	764	764;1266	1	1						0.00076453	6.9591	1670.4	4515.6	2058.3	2138.1	1359.9	1796	1676.9	1041.7	2762.2	1314.3	3004.8	5467.2	4152.2	3276.9	1747	5447.4	1670.4	4515.6	2058.3	2138.1	1359.9	1796	1676.9	1041.7	2762.2	1314.3	3004.8	5467.2	4152.2	3276.9	1747	5447.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3471500	1				21	5006	True	4985	11995	13227	13227			9606;9606
C9J069	C9J069	1	1	1	Uncharacterized protein C9orf172	C9orf172	sp|C9J069|AJM1_HUMAN Apical junction component 1 homolog OS=Homo sapiens OX=9606 GN=AJM1 PE=3 SV=1	1	1	1	1	1.7	1.7	1.7	106.65	976	976	1	1						0.0021536	6.4419	0	944.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	944.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11928000	1				22	504	True	497	1261	1389	1389			9606
C9JLW8	C9JLW8	2	2	2	Protein FAM195B	FAM195B	sp|C9JLW8|MCRI1_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1	1	2	2	2	27.8	27.8	27.8	10.92	97	97	5					2		0	12.063	16251	13240	17656	19992	14324	10324	13037	10763	14449	11863	12802	14668	15952	9831.6	8499.3	14695	16251	13240	17656	19992	14324	10324	13037	10763	14449	11863	12802	14668	15952	9831.6	8499.3	14695	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	11675000	2				23	2613;4883	True;True	2605;4865	6343;11715	7015;12927	7015;12927			9606
CON__ENSEMBL:ENSBTAP00000024466;CON__ENSEMBL:ENSBTAP00000024462	CON__ENSEMBL:ENSBTAP00000024466;CON__ENSEMBL:ENSBTAP00000024462	1;1	1;1	1;1			;	2	1	1	1	4	4	4	43.9	401	401;419	3			1				0	7.2555	23193	0	1986.5	0	1313.4	0	1002.5	0	1915.7	0	0	0	0	0	0	0	23193	0	1986.5	0	1313.4	0	1002.5	0	1915.7	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1539100	1			+	24	1825	True	1817	4455	4947	4947			-1;-1
O43790;Q14533;CON__O43790;CON__Q14533;P78385;CON__Q61726;CON__Q6NT21;CON__P78385;P78386;CON__P78386;A6NCN2	O43790;Q14533;CON__O43790;CON__Q14533;P78385;CON__Q61726;CON__Q6NT21;CON__P78385;P78386;CON__P78386;A6NCN2	4;4;4;4;3;3;3;3;2;2;2	3;3;3;3;2;2;2;2;1;1;2	3;3;3;3;2;2;2;2;1;1;2	Keratin, type II cuticular Hb6;Keratin, type II cuticular Hb1;Keratin, type II cuticular Hb3;Keratin, type II cuticular Hb5;Putative keratin-87 protein	KRT86;KRT81;KRT83;KRT85;KRT87P	sp|O43790|KRT86_HUMAN Keratin, type II cuticular Hb6 OS=Homo sapiens OX=9606 GN=KRT86 PE=1 SV=1;sp|Q14533|KRT81_HUMAN Keratin, type II cuticular Hb1 OS=Homo sapiens OX=9606 GN=KRT81 PE=1 SV=3;;;sp|P78385|KRT83_HUMAN Keratin, type II cuticular Hb3 OS=Homo s	11	4	3	3	7.4	6	6	53.5	486	486;505;486;505;493;479;493;493;507;507;255	2.67		2		1			0	19.523	7390.2	7830	10858	10666	10564	50480	9469.4	9213.7	12947	5372.1	10332	7859.1	19975	6060.4	4124.6	8848	7390.2	7830	10858	10666	10564	50480	9469.4	9213.7	12947	5372.1	10332	7859.1	19975	6060.4	4124.6	8848	1	1	1	3	2	3	1	3	3	1	1	1	1	1	1	1	158550000	3			+	25	634;2167;3318;5916	True;False;True;True	626;2159;3310;5889	1606;5204;5205;5206;5207;5208;5209;8130;14230	1757;5755;5756;5757;5758;5759;5760;5761;5762;8994;15724	1757;5756;8994;15724			9606;9606;-1;-1;9606;-1;-1;-1;9606;-1;9606
CON__P00761	CON__P00761	3	3	3				1	3	3	3	16.5	16.5	16.5	24.409	231	231	3.2	3	3	3	2	2	2	0	112.68	56227000	31351000	46701000	27523000	36086000	46923000	38935000	54830000	37170000	35400000	19037000	25444000	12765000	10026000	17813000	18150000	56227000	31351000	46701000	27523000	36086000	46923000	38935000	54830000	37170000	35400000	19037000	25444000	12765000	10026000	17813000	18150000	39	39	39	39	39	39	39	39	39	39	37	38	36	32	39	36	135240000000	39			+	26	3493;3787;5466	True;True;True	3485;3779;5439	8564;8565;8566;8567;9209;9210;9211;13121;13122;13123;13124;13125;13126;13127;13128	9464;9465;9466;9467;10153;10154;10155;10156;10157;10158;14500;14501;14502;14503;14504;14505;14506;14507;14508;14509;14510;14511;14512;14513;14514;14515;14516;14517;14518;14519;14520;14521;14522;14523;14524;14525;14526;14527;14528	9467;10158;14503			-1
CON__P01966	CON__P01966	2	1	1				1	2	1	1	11.3	4.9	4.9	15.184	142	142	1.5	1	1					1	-2	74576	110290	103290	117990	79584	82322	84975	107750	109950	105030	56139	104100	91500	86196	79564	72360	74576	110290	103290	117990	79584	82322	84975	107750	109950	105030	56139	104100	91500	86196	79564	72360	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	38825000	2	+		+	27	3935;5431	False;True	3923;5404	9573;9574;13047;13048	10562;10563;14421;14422	10562;14421	9	33	-1
